zotero_key,item_type,title,creators,date,publication_title,publisher,doi,url,abstract,all_tags,all_collections,validity_status,is_valid
2Z322MB7,journalArticle,"An environment for sustainable research software in Germany and beyond: current state, open challenges, and call for action","Hartwig, Anzt; Felix, Bach; Stephan, Druskat; Frank, Löffler; Axel, Loewe; Bernhard Y., Renard; Gunnar, Seemann; Alexander, Struck; Elke, Achhammer; Piush, Aggarwal; Franziska, Appel; Michael, Bader; Lutz, Brusch; Christian, Busse; Gerasimos, Chourdakis; Piotr Wojciech, Dabrowski; Peter, Ebert; Bernd, Flemisch; Sven, Friedl; Bernadette, Fritzsch; Maximilian D., Funk; Volker, Gast; Florian, Goth; Jean-Noël, Grad; Jan, Hegewald; Sibylle, Hermann; Florian, Hohmann; Stephan, Janosch; Dominik, Kutra; Jan, Linxweiler; Thilo, Muth; Wolfgang, Peters-Kottig; Fabian, Rack; Fabian H.C., Raters; Stephan, Rave; Guido, Reina; Malte, Reißig; Timo, Ropinski; Joerg, Schaarschmidt; Heidi, Seibold; Jan P., Thiele; Benjamin, Uekermann; Stefan, Unger; Rudolf, Weeber",2021-1-26,F1000Research,,10.12688/f1000research.23224.2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7845155/,"Research software has become a central asset in academic research. It optimizes existing and enables new research methods, implements and embeds research knowledge, and constitutes an essential research product in itself. Research software must be sustainable in order to understand, replicate, reproduce, and build upon existing research or conduct new research effectively. In other words, software must be available, discoverable, usable, and adaptable to new needs, both now and in the future. Research software therefore requires an environment that supports sustainability.,  Hence, a change is needed in the way research software development and maintenance are currently motivated, incentivized, funded, structurally and infrastructurally supported, and legally treated. Failing to do so will threaten the quality and validity of research. In this paper, we identify challenges for research software sustainability in Germany and beyond, in terms of motivation, selection, research software engineering personnel, funding, infrastructure, and legal aspects. Besides researchers, we specifically address political and academic decision-makers to increase awareness of the importance and needs of sustainable research software practices. In particular, we recommend strategies and measures to create an environment for sustainable research software, with the ultimate goal to ensure that software-driven research is valid, reproducible and sustainable, and that software is recognized as a first class citizen in research. This paper is the outcome of two workshops run in Germany in 2019, at deRSE19 - the first International Conference of Research Software Engineers in Germany - and a dedicated DFG-supported follow-up workshop in Berlin.",source: ChatGPT-DR; source: perplexity; valid,OpenAI-DR,valid,True
BPLA68JR,conferencePaper,Sustainability Strategies for Digital Humanities Systems,"Brigitte, Mathiak; Philip, Schildkamp",2019,,,,https://dh2020.adho.org/wp-content/uploads/2020/07/565_SustainabilityStrategiesforDigitalHumanitiesSystems.html,"Now that the Digital Humanities (DH) are becoming a well-established research field, producing seminal publications in print as well as digital formats, the time for consolidation has come. It is noteworthy that digital tools and methods from the pioneering days of the DH are degrading and some have already vanished. Therefore, it is urgent to take action and to prevent further losses. While the necessity of high quality research data manage

Now that the Digital Humanities (DH) are becoming a well-established research field, producing seminal publications in print as well as digital formats, the time for consolidation has come. It is noteworthy that digital tools and methods from the pioneering days of the DH are degrading and some have already vanished. Therefore, it is urgent to take action and to prevent further losses. While the necessity of high quality research data management (RDM) is encouraged or even required by funding agencies and there is an increasing awareness for long-term archiving (LTA), when it comes to primary research data, the fact that the DH exhibit a structural deficit regarding maintaining and preserving research software is at the least underestimated.

In this panel, we will focus on infrastructure and institutional support. Beginning with an overview of existing strategies from the DH and beyond, we highlight selected strategies to compare how they are implemented at different institutions in terms of infrastructure, expert knowledge and also funding. We also want to evaluate the extent of institutional support that is needed to successfully sustain and archive DH projects and the software they use. We will discuss currently implemented solutions to maintain and preserve research projects and software, all of which approach the outlined problem from a different angle.",analysis; digital humanities; digital scholarly editions; lifespan; preservation; source: ChatGPT-DR; source: perplexity; valid,OpenAI-DR,valid,True
FYS3RAP5,journalArticle,The Best Laid Plans: Case Studies of the Loss of Four Early (1996-2003) Digital Humanities Websites,"Drew E., Vandecreek",2024,DIGITAL HUMANITIES QUARTERLY,,,,"This study examines factors contributing to the loss of four grant funded, free use digital humanities websites funded by the National Endowment for the Humanities' Education Development and Demonstartion Program, 1996-2003: Decision Point! at Auburn University, Hawthorne in Salem at North Shore Community College (Danvers, MA), the New Deal Network at the Franklin and Eleanor Roosevelt Institute (Hyde Park, NY), and River Web at the University of Illinois at Urbana-Champaign. The evidence shows that website loss did not occur suuddenly. In all four cases, organizations that accepted program funds to create online materials ultimately failed to develop or continue procedures to manage them effectively. As the organizations or organizational divisions that developed these websites struggled to sustain them or indicated an unwillingness to do so any longer, their creator(s) asked a college, university, or research library to take responsibility for them, without success. Online materials became subject to increased risk of loss in both contexts in part due to rapid technological change,often expressed in accelerating software product update cycles, combined with a general lack of funding and personnel available for addressing it after the end of grant period. Several other elements also played parts in website loss however, often shaping the ways in which technological developments and financial circumstances did their damage. In three instances website creators discovered that common vicissitudes of organizational life, including revised objectives, changing tactics used to achieve them, and new administrative personnel compromised website sustainability. In two cases adminstrators' responsibility for risk management led them to remove legacy websites made obsolete by new technology. In one case research pursung technological innovation in the retrieval and management of large data sets contributed to the loss of a funded resource. Finally, simple, inexplicable failure also contributed to that website's demise. These four cases can provide a digital humanities community increasingly concerned about the sustainability of grant funded online materials with additional evidence of how technological change and financial shortfalls threaten these resources. In doing so, it can also show how more complex organizational dynamics often contribute to website loss.",source: manual; ⛔ No DOI found,Manual,valid,True
PRPHYXB2,journalArticle,A National Agenda for Research Software,"Australian Research Data, Commons",2022-03-28,,,,https://zenodo.org/records/6378082,"This agenda seeks recognition of research software as a first class output of research in Australia. To realise this vision, three goals are proposed to see, shape and sustain research software. To reach these goals action is required for a broad range of stakeholders. Actions are suggested against users and authors of software, supporters of this effort, infrastructure providers and policy makers.


The final version of the agenda incorporates feedback gathered from the community in response to the release of a draft. Both versions are included in this record.",analysis code; code availability; research methods; research software; research software engineers; software sustainability; source: manual; ⛔ No DOI found,Manual,valid,True
H6I9YFNU,report,Research Software Current State Assessment,"Qian, Zhang; Susan, Brown; James, Colliander; Brian, Corrie; Gabor, Fichtinger; Mark, Leggott; Catherine, Lovekin; Felipe, Pérez-Jvostov; Ghilaine, Roquet; Marc-Étienne, Rousseau",,,,,,,source: manual,Manual,valid,True
BDLP93KB,journalArticle,Open-source Software Sustainability Models: Initial White Paper From the Informatics Technology for Cancer Research Sustainability and Industry Partnership Working Group,"Ye, Ye; Seemran, Barapatre; Michael K, Davis; Keith O, Elliston; Christos, Davatzikos; Andrey, Fedorov; Jean-Christophe, Fillion-Robin; Ian, Foster; John R, Gilbertson; Andras, Lasso; James V, Miller; Martin, Morgan; Steve, Pieper; Brigitte E, Raumann; Brion D, Sarachan; Guergana, Savova; Jonathan C, Silverstein; Donald P, Taylor; Joyce B, Zelnis; Guo-Qiang, Zhang; Jamie, Cuticchia; Michael J, Becich",2021-12-2,Journal of Medical Internet Research,,10.2196/20028,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8686402/,"Background
The National Cancer Institute Informatics Technology for Cancer Research (ITCR) program provides a series of funding mechanisms to create an ecosystem of open-source software (OSS) that serves the needs of cancer research. As the ITCR ecosystem substantially grows, it faces the challenge of the long-term sustainability of the software being developed by ITCR grantees. To address this challenge, the ITCR sustainability and industry partnership working group (SIP-WG) was convened in 2019.

Objective
The charter of the SIP-WG is to investigate options to enhance the long-term sustainability of the OSS being developed by ITCR, in part by developing a collection of business model archetypes that can serve as sustainability plans for ITCR OSS development initiatives. The working group assembled models from the ITCR program, from other studies, and from the engagement of its extensive network of relationships with other organizations (eg, Chan Zuckerberg Initiative, Open Source Initiative, and Software Sustainability Institute) in support of this objective.

Methods
This paper reviews the existing sustainability models and describes 10 OSS use cases disseminated by the SIP-WG and others, including 3D Slicer, Bioconductor, Cytoscape, Globus, i2b2 (Informatics for Integrating Biology and the Bedside) and tranSMART, Insight Toolkit, Linux, Observational Health Data Sciences and Informatics tools, R, and REDCap (Research Electronic Data Capture), in 10 sustainability aspects: governance, documentation, code quality, support, ecosystem collaboration, security, legal, finance, marketing, and dependency hygiene.

Results
Information available to the public reveals that all 10 OSS have effective governance, comprehensive documentation, high code quality, reliable dependency hygiene, strong user and developer support, and active marketing. These OSS include a variety of licensing models (eg, general public license version 2, general public license version 3, Berkeley Software Distribution, and Apache 3) and financial models (eg, federal research funding, industry and membership support, and commercial support). However, detailed information on ecosystem collaboration and security is not publicly provided by most OSS.

Conclusions
We recommend 6 essential attributes for research software: alignment with unmet scientific needs, a dedicated development team, a vibrant user community, a feasible licensing model, a sustainable financial model, and effective product management. We also stress important actions to be considered in future ITCR activities that involve the discussion of the sustainability and licensing models for ITCR OSS, the establishment of a central library, the allocation of consulting resources to code quality control, ecosystem collaboration, security, and dependency hygiene.",source: manual,Manual,valid,True
WIM3SEYR,journalArticle,Epistemic issues in computational reproducibility: software as the elephant in the room,"Alexandre, Hocquet; Frédéric, Wieber",2021,European Journal for Philosophy of Science,,10.1007/s13194-021-00362-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104544147&doi=10.1007%2fs13194-021-00362-9&partnerID=40&md5=2b290e2038ec0bdae84229743174882f,"Computational reproducibility (i.e. issues of reproducibility stemming from the computer as a scientific tool) possesses its own dynamics and narratives of crisis. Alongside the difficulties of computing as an ubiquitous yet complex scientific activity, computational reproducibility suffers from a naive expectancy of total reproducibility and a moral imperative to embrace the principles of free software as a non-negotiable epistemic virtue. We argue that the epistemic issues at stake in actual practices of computational reproducibility are best unveiled by focusing on software as a pivotal concept, one that is surprisingly often overlooked in accounts of reproducibility issues. Software is not only about designing and coding but also about maintaining, supporting, distributing, licensing, and governance; it is not only about developers but also about users. We focus on openness debates among computational chemists involved in molecular modeling software packages as empirical grounding for our argument. We then identify and analyse four epistemic characteristics (transparency, consistency, sustainability and inclusivity) as key to the role of software in computational reproducibility. © 2021, Springer Nature B.V.",source: manual,Manual,valid,True
PRARMVUC,journalArticle,"Open scholarship in Australia: A review of needs, barriers, and opportunities","Paul Longley, Arthur; Lydia, Hearn; Lucy, Montgomery; Paul Longley, Arthur; Lydia, Hearn; Lucy, Montgomery; Hugh, Craig; Alyssa, Arbuckle; Ray, Siemens",2021-10-30,Digital scholarship in the humanities.,,,,,source: manual,Manual,valid,True
9J8CDIBX,conferencePaper,Sustainability in software engineering: A systematic literature review,"Birgit, Penzenstadler; Veronika, Bauer; Coral, Calero; Xavier, Franch",2012-05,,,10.1049/ic.2012.0004,,"Background: Supporting sustainability in software engineering is becoming an active area of research. We want to contribute the first Systematic Literature Review(SLR) in this field to aid researchers who are motivated to contribute to that topic by providing a body of knowledge as starting point, because we know from own experience, this search can be tedious and time consuming. Aim: We aim to provide an overview of different aspects of sustainability in software engineering research with regard to research activity, investigated topics, identified limitations, proposed approaches, used methods, available studies, and considered domains. Method: The applied method is a SLR in five reliable and commonly-used databases according to the (quasi-standard) protocol by Kitchenham et al. [1]. We assessed the 100 first results of each database ordered by relevance with respect to the search query. Results: Of 500 classified publications, we regard 96 as relevant for our research questions. We sketch a taxonomy of their topics and domains, and provide lists of used methods and proposed approaches. Most of the excluded publications were ruled out because of an unfitting usage of terms within the search query. Conclusions: Currently, there is little research coverage on the different aspects of sustainability in software engineering while other disciplines are already more active. Future work includes extending the study by reviewing a higher number of publications, including dedicated journal and workshop searches, and snowballing.",source: manual,Manual,valid,True
FHPUM36I,document,Software Sustainability: Research UK,,,,,,https://www.software.ac.uk/resources/guides/software-sustainability-research-uk-perspective,,source: manual,Manual,valid,True
X3ILXJAL,document,Software Sustainability: Research and Practice from a UK perspective,Software Sustainability Institute,2014,,,,https://www.software.ac.uk,"This work explores sustainable software development practices from a UK perspective, focusing on community engagement, maintainability, and the establishment of sustainability metrics. It discusses the challenges involved in ensuring long-term viability for research software.",UK; maintainability; research software; software sustainability; source: manual; sustainable practices,Manual,valid,True
252TQBBM,journalArticle,Puzzling out Software Sustainability,"Coral, Calero; Mario, Piattini",2017-12-01,Sustainable Computing: Informatics and Systems,,10.1016/j.suscom.2017.10.011,https://www.sciencedirect.com/science/article/pii/S2210537916301676,"Software Sustainability is gaining importance and, as occurs with any other new discipline, there are still many misconceptions and misunderstandings surrounding it. In this paper we attempt to clarify the different aspects of software sustainability, from organizational sustainability to software sustainability, exploring the latter in great depth by considering its three dimensions. We also present an overview of the research that has been developed around software sustainability, which was obtained after reviewing the best known workshops and conferences on green and sustainable software and some journals. The results obtained principally address the environmental dimension, and specifically green software design, quality and requirements.",Green in software engineering; SWEBOK; Software greenability; Software sustainability; source: manual,Manual,valid,True
7YB7CHCK,webpage,Software Sustainability: The Modern Tower of Babel,"C. C., Venters; C., Jay; L. M. S., Lau; M. K., Griffiths; V., Holmes; R. R., Ward; J., Austin; C. E., Dibsdale; J., Xu",2014,,,,http://ceur-ws.org/Vol-1216/paper2.pdf,"The development of sustainable software has been identified as one of the key challenges in the field of computational science and engineering. However, there is currently no agreed definition of the concept. Current definitions range from a composite, non-functional requirement to simply an emergent property. This lack of clarity leads to confusion, and potentially to ineffective and inefficient efforts to develop sustainable software systems. The aim of this paper is to explore the emerging definitions of software sustainability from the field of software engineering in order to contribute to the question, what is software sustainability? The preliminary analysis suggests that the concept of software sustainability is complex and multifaceted with any consensus towards a shared definition within the field of software engineering yet to be achieved.",source: manual,Manual,valid,True
KXJCSGWU,journalArticle,The Software Sustainability Institute: Changing Research Software Attitudes and Practices,"Stephen, Crouch; Neil Chue, Hong; Simon, Hettrick; Mike, Jackson; Aleksandra, Pawlik; Shoaib, Sufi; Les, Carr; David, De Roure; Carole, Goble; Mark, Parsons",11/2013,Computing in Science & Engineering,,10.1109/MCSE.2013.133,http://ieeexplore.ieee.org/document/6731384/,,source: manual,Manual,valid,True
FKZUUQ8Y,conferencePaper,A systematic literature review for software sustainability measures,"Coral, Calero; Manuel F., Bertoa; Ma Ángeles, Moraga",2013-05,,,10.1109/GREENS.2013.6606421,https://ieeexplore.ieee.org/abstract/document/6606421,"Nowadays, sustainability is a key factor that should be considered in the software quality models. It is increasingly important how environmentally friendly is a software product, both in its execution and during its development process. Therefore, we have proposed, in a previous work, a quality model (25010+S) an extension of the ISO/IEC 25010 standard by considering aspects of sustainability on its characteristics and sub-characteristics. However, in order to make the model useful, it is necessary to identify measures for each sub-characteristic and characteristic. For that reason, the objective of this paper is to carry out a Systematic Literature Review to discover the state-of-the art in software sustainability measures.",Abstracts; Green products; Libraries; Quality Model; Quality assessment; Software; Software measurement; Sustainability Indicators; Sustainability Measures; Sustainability Models; Systematic Literature Review; Systematics; source: manual,Manual,valid,True
EFEBACZV,journalArticle,Summary of the First Workshop on Sustainable Software for Science: Practice and Experiences (WSSSPE1),"Daniel S., Katz; Sou-Cheng T., Choi; Hilmar, Lapp; Ketan, Maheshwari; Frank, Löffler; Matthew, Turk; Marcus D., Hanwell; Nancy, Wilkins-Diehr; James, Hetherington; James, Howison; Shel, Swenson; Gabrielle D., Allen; Anne C., Elster; Bruce, Berriman; Colin, Venters",2014-07-09,Journal of Open Research Software,,10.5334/jors.an,http://arxiv.org/abs/1404.7414,"Challenges related to development, deployment, and maintenance of reusable software for science are becoming a growing concern. Many scientists' research increasingly depends on the quality and availability of software upon which their works are built. To highlight some of these issues and share experiences, the First Workshop on Sustainable Software for Science: Practice and Experiences (WSSSPE1) was held in November 2013 in conjunction with the SC13 Conference. The workshop featured keynote presentations and a large number (54) of solicited extended abstracts that were grouped into three themes and presented via panels. A set of collaborative notes of the presentations and discussion was taken during the workshop. Unique perspectives were captured about issues such as comprehensive documentation, development and deployment practices, software licenses and career paths for developers. Attribution systems that account for evidence of software contribution and impact were also discussed. These include mechanisms such as Digital Object Identifiers, publication of ""software papers"", and the use of online systems, for example source code repositories like GitHub. This paper summarizes the issues and shared experiences that were discussed, including cross-cutting issues and use cases. It joins a nascent literature seeking to understand what drives software work in science, and how it is impacted by the reward systems of science. These incentives can determine the extent to which developers are motivated to build software for the long-term, for the use of others, and whether to work collaboratively or separately. It also explores community building, leadership, and dynamics in relation to successful scientific software.",Computer Science - Software Engineering; source: manual,Manual,valid,True
TD9ZFLRR,journalArticle,Sustainable software engineering: Reflections on advances in research and practice,"Colin C., Venters; Rafael, Capilla; Elisa Yumi, Nakagawa; Stefanie, Betz; Birgit, Penzenstadler; Tom, Crick; Ian, Brooks",2023-12-01,Information and Software Technology,,10.1016/j.infsof.2023.107316,https://www.sciencedirect.com/science/article/pii/S0950584923001714,"Context:
Modern societies are highly dependent on complex, large-scale, software-intensive systems that increasingly operate within an environment of continuous availability, which are challenging to maintain, and evolve in response to changes in stakeholder requirements of the system. Software architectures are the foundation of any software system and provide a mechanism for reasoning about core software quality requirements. Their sustainability – the capacity to endure in changing environments – is a critical concern for software architecture research and practice.
Objective:
The objective of the paper is to re-examine our previous assumptions and arguments in light of advances in the field. This reflection paper provides an opportunity to obtain new insights into the trends in software sustainability in both academia and industry, from a software architecture perspective specifically and software engineering more broadly. Given advances in research in the field, the increasing introduction of academic courses on different sustainability topics, and the engagement of companies to cope with sustainability goals, we reflect on advances and maturity about the role sustainability in general plays in today’s society. More specifically, we revisit the trends, open issues and research challenges identified five years ago in our previous paper on software sustainability research and practice from a software architecture viewpoint, which aimed to provide a foundation and roadmap of emerging research themes in the area of sustainable software architectures in order to consider how this paper influenced and motivated research in the intervening years.
Method:
The forward snowballing method was used to establish the methodological basis for our reflection on the state of the art. A total of 234 studies were identified between April 2018 and June 2023 and 102 studies were found to be relevant according to the selection criteria. A further subset was mapped to the primary themes of the original paper including definitions and concepts, reference architectures, measures and metrics, and education.
Vision:
The vision of this reflection paper is to provide a new foundation and road map of emerging research themes in the area of sustainable software engineering highlighting recent trends, and open issues and research challenges.",Architectural debt; Architectural smells; Code smells; Education and training; Reference architectures; Software architecture; Software engineering; Software metrics; Software sustainability; Sustainability; Sustainable software; Technical debt; source: manual,Manual,valid,True
5WY4HLBG,journalArticle,Software sustainability: Research and practice from a software architecture viewpoint,"Colin C., Venters; Rafael, Capilla; Stefanie, Betz; Birgit, Penzenstadler; Tom, Crick; Steve, Crouch; Elisa Yumi, Nakagawa; Christoph, Becker; Carlos, Carrillo",2018-04-01,Journal of Systems and Software,,10.1016/j.jss.2017.12.026,https://www.sciencedirect.com/science/article/pii/S0164121217303072,"Context
Modern societies are highly dependent on complex, large-scale, software-intensive systems that increasingly operate within an environment of continuous availability, which is challenging to maintain and evolve in response to the inevitable changes in stakeholder goals and requirements of the system. Software architectures are the foundation of any software system and provide a mechanism for reasoning about core software quality requirements. Their sustainability – the capacity to endure in changing environments – is a critical concern for software architecture research and practice.
Problem
Accidental software complexity accrues both naturally and gradually over time as part of the overall software design and development process. From a software architecture perspective, this allows several issues to overlap including, but not limited to: the accumulation of technical debt design decisions of individual components and systems leading to coupling and cohesion issues; the application of tacit architectural knowledge resulting in unsystematic and undocumented design decisions; architectural knowledge vaporisation of design choices and the continued ability of the organization to understand the architecture of its systems; sustainability debt and the broader cumulative effects of flawed architectural design choices over time resulting in code smells, architectural brittleness, erosion, and drift, which ultimately lead to decay and software death. Sustainable software architectures are required to evolve over the entire lifecycle of the system from initial design inception to end-of-life to achieve efficient and effective maintenance and evolutionary change.
Method
This article outlines general principles and perspectives on sustainability with regards to software systems to provide a context and terminology for framing the discourse on software architectures and sustainability. Focusing on the capacity of software architectures and architectural design choices to endure over time, it highlights some of the recent research trends and approaches with regards to explicitly addressing sustainability in the context of software architectures.
Contribution
The principal aim of this article is to provide a foundation and roadmap of emerging research themes in the area of sustainable software architectures highlighting recent trends, and open issues and research challenges.",Evolution; Longevity; Software architecture; Software sustainability; source: manual,Manual,valid,True
EWDYG4IQ,journalArticle,A Prediction Model of the Project Life-Span in Open Source Software Ecosystem,"Zhifang, Liao; Benhong, Zhao; Shengzong, Liu; Haozhi, Jin; Dayu, He; Liu, Yang; Yan, Zhang; Jinsong, Wu",2019-08-01,Mobile Networks and Applications,,10.1007/s11036-018-0993-3,https://doi.org/10.1007/s11036-018-0993-3,"In nature ecosystems, animal life-spans are determined by genes and some other biological characteristics. Similarly, the software project life-spans are related to some internal or external characteristics. Analyzing the relations between these characteristics and the project life-span, may help developers, investors, and contributors to control the development cycle of the software project. The paper provides an insight on the project life-span for a free open source software ecosystem. The statistical analysis of some project characteristics in GitHub is presented, and we find that the choices of programming languages, the number of files, the label format of the project, and the relevant membership expressions can impact the life-span of a project. Based on these discovered characteristics, we also propose a prediction model to estimate the project life-span in open source software ecosystems. These results may help developers reschedule the project in open source software ecosystem.",Open source software ecosystem; Project characteristics; Project life-span; Software ecosystems; source: manual,Manual,valid,True
HWT245K2,journalArticle,Great lengths: a review of website preservation activities at three American Universities with digital humanities centers,"Drew, VandeCreek",2024-04-02,Digital scholarship in the humanities.,,,,,source: manual,Manual,valid,True
EIAYQP9K,journalArticle,Scholarly Context Not Found: One in Five Articles Suffers from Reference Rot,"Martin et al., Klein",2014,PLoS ONE,,10.1371/journal.pone.0115253,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0115253,This study quantifies reference rot (link rot and content drift) in scholarly publications by analyzing millions of references.,source: manual,Manual,valid,True
J7HUUW4R,journalArticle,Representation Learning,"Benjamin, Schmidt",2023-09-26,The American Historical Review,,10.1093/ahr/rhad363,https://academic.oup.com/ahr/article/128/3/1350/7282258,,source: manual,Manual,valid,True
G6IWW7V2,report,Software Sustainability Institute Midterm Review,"Neil, Chue Hong; Simon, Hettrick; Kirsty, Pringle; Rachael, Ainsworth; Selina, Aragon; Steve, Crouch; Aleksandra, Nenadic; Shoaib, Sufi; Denis, Barclay",2023-08-01,,,,https://zenodo.org/record/8205594,"The Software Sustainability Institute (SSI) was the first organisation in the world dedicated to improving software in research. It was founded in 2010 on the premise that helping individuals and institutions to understand the vital role that software plays in research would accelerate progress in every field of scientific and academic endeavour. The SSI set itself the ambitious goal of transforming academic culture by establishing the principle that reliable, reproducible, and reusable software is necessary across all research disciplines. Despite the magnitude of this challenge, the SSI has delivered substantive improvements and achieved a number of truly global successes. <br> The case studies included in this report contain some of the highlights of the SSI’s 12-year history. These include playing a leading role in the creation and international adoption of an entirely new research role: the Research Software Engineer (RSE) (see CS2); creating a scalable and sustainable national training environment in which 7,000 researchers have improved their software skills (see CS8 and CS9); novel work on software citation that has been adopted by, amongst others, international research platforms and a leading multinational company (see CS6); and bringing about a shift in funding policy that benefits research in the UK and around the world (see CS5). Read our Midterm Review blog post for further background.",Fellowship Programme; Research Software Camps; Research Software Engineering; Research Software Policy; Software Sustainability; Training; source: manual,Manual,valid,True
J43YRTEC,journalArticle,Sustainability of digital humanities projects as a publication and documentation challenge,"Jennifer, Edmond; Francesca, Morselli",2020-02-26,Journal of Documentation,,10.1108/JD-12-2019-0232,https://www.emerald.com/insight/content/doi/10.1108/JD-12-2019-0232/full/html,"Purpose
              This paper proposes a new perspective on the enormous and unresolved challenge to existing practices of publication and documentation posed by the outputs of digital research projects in the humanities, where much good work is being lost due to resource or technical challenges.
            
            
              Design/methodology/approach
              The paper documents and analyses both the existing literature on promoting sustainability for the outputs of digital humanities projects and the innovative approach of a single large-scale project.
            
            
              Findings
              The findings of the research presented show that sustainability planning for large-scale research projects needs to consider data and technology but also community, communications and process knowledge simultaneously. In addition, it should focus not only on a project as a collection of tangible and intangible assets, but also on the potential user base for these assets and what these users consider valuable about them.
            
            
              Research limitations/implications
              The conclusions of the paper have been formulated in the context of one specific project. As such, it may amplify the specificities of this project in its results.
            
            
              Practical implications
              An approach to project sustainability following the recommendations outlined in this paper would include a number of uncommon features, such as a longer development horizon, wider perspective on project results, and an audit of tacit and explicit knowledge.
            
            
              Social Implications
              These results can ultimately preserve public investment in projects.
            
            
              Originality/value
              This paper supplements more reductive models for project sustainability with a more holistic approach that others may learn from in mapping and sustaining user value for their projects for the medium to long terms.",source: manual,Manual,valid,True
CFG3ZAI6,blogPost,"The Socio-Technical Sustainability Roadmap – The Visual Media Workshop, University of Pittsburgh",,,,,,https://sites.haa.pitt.edu/sustainabilityroadmap/,,source: manual,Manual,valid,True
CB8Z6S7P,journalArticle,“Follow the Money?”: Funding and Digital Sustainability,"Jessica, Otis",2023,Digital Humanities Quarterly,,,https://www.digitalhumanities.org/dhq/vol/17/1/000666/000666.html,"This essay will explore the role of soft and hard funding in the digital humanities, with particular attention paid to the ways funding intersects with sustainability. It will discuss a variety of types of soft funding available from public, private, and institutional sources, and the ways the needs of funders can align with or compete with the desires of scholars. The availability and sustainability of funding as project needs change over time, along with funders' agendas, can influence project teams' decisions about the direction a project will take, who leads it, who can contribute to it, what technology supports it, on what servers it is hosted, if and when it can be updated, as well as if and where it will be preserved. Not considering the implications of financial support received can be detrimental to both the project and the researchers involved. Seeking funding should become part of wider strategies that enable the formation of mutually beneficial relationships, promising avenues of research, and sustainable revenue streams, rather than a time sink that explodes a project's scope in ways that undermine the project.",source: manual,Manual,valid,True
885TAUYF,journalArticle,Sustainability and complexity: Knowledge and authority in the digital humanities,"Johanna, Drucker",2021-11-05,Digital Scholarship in the Humanities,,10.1093/llc/fqab025,https://academic.oup.com/dsh/article/36/Supplement_2/ii86/6205948,"Abstract
            Concepts of sustainability touch every aspect of scholarly work and are particularly urgent in thinking about those practices that depend on digital technology. The costs of digital scholarship are frequently posed in terms of human labor and rights abuses, ecological and environmental damage, carbon footprints, waste of resources associated with obsolescence, and other issues that affect every stage of the lifecycle of production. But sustainability also needs to be understood as an epistemic concept embedded in complex systems, not merely as a set of problems to be solved through instrumental means applied to operational logistics. This article addresses mechanistic approaches to sustainability, while suggesting that the complexity of the concept of sustainability requires the humanistic methods and ethical principles to be engaged in decisions about future practices in pedagogy, research, and institutional sites.",source: manual,Manual,valid,True
LQNK2N27,journalArticle,Relating to Historical Sources,"Lauren, Tilton",2023-09-26,The American Historical Review,,10.1093/ahr/rhad365,https://academic.oup.com/ahr/article/128/3/1354/7282256,,source: manual,Manual,valid,True
IRZG6DSK,journalArticle,Archeologies of Datasets,"Kate, Crawford",2023-09-26,The American Historical Review,,10.1093/ahr/rhad364,https://academic.oup.com/ahr/article/128/3/1368/7282257,,source: manual,Manual,valid,True
79F74IG8,conferencePaper,On the sustainability of academic software: the case of static analysis tools,"Costa, Joenio; Meirelles, Paulo; Chavez, C.",2018,,,10.1145/3266237.3266243,,,source: elicit; valid,Elicit,valid,True
AMPWL5WY,journalArticle,Open-source Software Sustainability Models: Initial White Paper From the Informatics Technology for Cancer Research Sustainability and Industry Partnership Working Group,"Ye, Ye; Seemran, Barapatre; Michael K, Davis; Keith O, Elliston; Christos, Davatzikos; Andrey, Fedorov; Jean-Christophe, Fillion-Robin; Ian, Foster; John R, Gilbertson; Andras, Lasso; James V, Miller; Martin, Morgan; Steve, Pieper; Brigitte E, Raumann; Brion D, Sarachan; Guergana, Savova; Jonathan C, Silverstein; Donald P, Taylor; Joyce B, Zelnis; Guo-Qiang, Zhang; Jamie, Cuticchia; Michael J, Becich",2021-12-02,Journal of Medical Internet Research,,10.2196/20028,http://dx.doi.org/10.2196/20028,,source: elicit; valid,Elicit,valid,True
32YUA6S4,conferencePaper,What Makes Research Software Sustainable? An Interview Study with Research Software Engineers,"Mario, Rosado de Souza; Robert, Haines; Markel, Vigo; Caroline, Jay",2019-05,,IEEE,10.1109/chase.2019.00039,http://dx.doi.org/10.1109/CHASE.2019.00039,,source: elicit; valid,Elicit,valid,True
AW74FCNS,journalArticle,Finite and infinite games: An ethnography of institutional logics in research software sustainability,"Nicholas, Weber",2020-10,Proceedings of the Association for Information Science and Technology,,10.1002/pra2.281,https://doi.org/10.1002/pra2.281,,source: elicit; valid,Elicit,valid,True
4G4JEQL5,journalArticle,Great lengths: a review of website preservation activities at three American Universities with digital humanities centers,"Drew, VandeCreek",2023-11-11,Digital Scholarship in the Humanities,,10.1093/llc/fqad080,http://dx.doi.org/10.1093/llc/fqad080,,source: elicit; valid,Elicit,valid,True
